author,title,description,content,date
,"2 dead, 14 injured after shooting at Texas homecoming party - CityNews Vancouver","Two people have been killed and 14 are injured in a shooting at an off-campus Texas A&M University-Commerce party, a sheriff’s official said.","GREENVILLE, Texas – Two people have been killed in a shooting at an off-campus Texas A&amp;M University-Commerce party that also left at least 14 others injured, a sheriffs official said.
The shooting took place just before midnight Saturday in Greenville, a… [+1731 chars]",2019-10-27T14:34:06Z
,'Stuff of which dreams are made:' Physical cosmology looks to explain the universe - Lethbridge Herald,"WINNIPEG - When James Peebles was acknowledged by the University of Manitoba for his work in physical cosmology, the research was described as ""the stuff","By Kelly Geraldine Malone, The Canadian Press on October 8, 2019.
WINNIPEG – When James Peebles was acknowledged by the University of Manitoba for his work in physical cosmology, the research was described as “the stuff of which dreams are made.”
The Canadi… [+2742 chars]",2019-10-08T20:28:02Z
Kendall Karson and Quinn Scanlan,2020 Presidential debate sites announced for general election,"The University of Notre Dame, the University of Michigan in Ann Arbor, and Belmont University in Nashville will host the 2020 presidential general election debates.","The Commission on Presidential Debates announced Friday the University of Notre Dame in Indiana, the University of Michigan in Ann Arbor, and Belmont University in Nashville will host the 2020 presidential debates ahead of next November's general election.
I… [+4135 chars]",2019-10-11T16:46:59Z
,University of Chicago projected to be the first U.S. university to cost $100k/yr,A great deal of college tuition inflation has been driven by an enrollment strategy to dole out more institutional aid to a growing number of students.,"The Hechinger Report is a national nonprofit newsroom that reports on one topic: education. Sign up for our weekly newsletters to get stories like this delivered directly to your inbox. 
 Located in the Hyde Park neighborhood of the citys South Side, the Uni… [+16634 chars]",2019-11-04T15:59:22Z
Mariella Moon,Twitter vows to introduce new rules against deepfakes,"Twitter promises to introduce new policy to fight deepfakes, especially when they could ""threaten someone's physical safety or lead to offline harm."" The social network has announced that it's working on created rules to address what it calls ""synthetic and m…","The company says it's taking this step, since it needs to consider the potential damage deepfakes shared on Twitter can cause. Before it rolls out the new rules, though, it will run a feedback period to give users the chance to help the company refine them be… [+804 chars]",2019-10-22T08:31:00Z
Karissa Bell,Mark Zuckerberg says the real threat is TikTok and China,"In case it wasn't clear already, Mark Zuckerberg really isn't a fan of TikTok. During a speech at Georgetown University, the Facebook CEO had some forceful criticism for rival app TikTok, which is owned by Chinese company ByteDance. ""While our services, like …","In case it wasn't clear already, Mark Zuckerberg really isn't a fan of TikTok.
During a speech at Georgetown University, the Facebook CEO had some forceful criticism for rival app TikTok, which is owned by Chinese company ByteDance. 
""While our services, li… [+3056 chars]",2019-10-17T19:49:49Z
Alexis Nedd,An Aussie airline successfully tested the world's first nonstop NYC–Sydney flight,"Quantas airlines has completed the world's first nonstop flight from New York to Sydney in a 19-hour, 16-minute journey that, if implemented, could change the way many world cities connect to the east coast of Australia. The flight's passengers and flight cre…","Quantas airlines has completed the world's first nonstop flight from New York to Sydney in a 19-hour, 16-minute journey that, if implemented, could change the way many world cities connect to the east coast of Australia. 
The flight's passengers and flight c… [+1060 chars]",2019-10-20T14:15:56Z
Brian Ashcraft,Man Arrested For Allegedly Violating Yu-Gi-Oh's Trademark with Fake Cards,"A 27-year-old university student has been arrested in Fukui, Japan after selling phony Yu-Gi-Oh cards at a flea market. Read more...","A 27-year-old university student has been arrested in Fukui, Japan after selling phony Yu-Gi-Oh cards at a flea market.
The fake cards featured Dark Magician Girl and Blue-Eyes White Dragon and went for 86,000 yen ($792) and 46,000 yen ($423) respectively. … [+448 chars]",2019-10-18T10:45:00Z
Mariel Padilla and Jaclyn Peiser,"Two UConn Students Arrested After Repeatedly Shouting Racial Slur, Officials Say",A video of the episode on Oct. 11 was widely shared on social media and spurred outrage from students.,"Im grateful for the universitys collective effort in responding to this incident, he continued, especially the hard work of the UConn Police Department, which has been investigating the case since it was reported.
Mr. Katsouleas, who addressed the crowd at t… [+1048 chars]",2019-10-22T02:54:22Z
Michael Powell,"California Tells the N.C.A.A. to Share, and It Pitches a Fit","The state’s new law, which lets college athletes profit from endorsements, sends the defenders of a failed model of amateurism to the ramparts.","Schlissels candor mortified alumni, and he soon stopped his lips from flapping.
Pete Carroll, the Seattle Seahawks coach and once a bowl-winning coach at the University of Southern California, can evince a refreshing irreverence about the football-industrial… [+2059 chars]",2019-10-05T18:13:44Z
Javier C. Hernández,"Professors, Beware. A ‘Student Information Officer’ Might Be Watching.","In a throwback to the Mao era, China is deploying students as watchdogs against teachers. It’s part of a campaign by President Xi to eliminate dissent.","Xis goal is to reintroduce that element of self-censorship so that people start to think twice about speaking, he said. When political orthodoxy takes over, thats how the collective mind of society begins to close down.
The culture of political denunciation … [+1356 chars]",2019-11-01T07:00:06Z
Mack DeGeurin,Authorities are on the hunt for a University of Portland freshman who mysteriously went missing this weekend,"A city-wide search is on for a University of Portland freshman who went missing this weekend. Owen Klinger, 18, was last seen leaving his dorm room at 8:30 pm on Sunday. Klinger had reportedly told his roommates he was leaving for practice on the lacrosse tea…","Portland police and dozens of students are searching for a University of Portland first-year lacrosse player who went missing Sunday night.
Owen Klinger, 18, was last seen leaving Christie Hall on the school's campus around 7:30 p.m. on Sunday. His friends a… [+2845 chars]",2019-10-10T18:24:12Z
Khari Johnson,Former Google CEO Eric Schmidt warns against overregulation of AI,"In a speech at Stanford University, former Google CEO Eric Schmidt praised progress made in the field of AI and warned against overregulation.","Former Google CEO Eric Schmidt urged cooperation with Chinese scientists, warned against the threat of misinformation, and advised against overregulation by governments today in a broad-ranging speech about AI ethics and regulation of big tech companies. He a… [+4455 chars]",2019-10-28T20:27:49Z
